"ccode","year","agriculture","communication","culture","environment","finance","health","IP","law","multi","products","science","security","tourism","trade","water","total"
700,1950,1,3,1,0,0,1,0,0,0,0,1,1,0,1,0,9
700,1955,1,4,1,0,3,1,0,0,0,0,2,1,0,1,0,14
700,1960,2,4,1,0,3,1,0,0,1,1,2,2,0,1,0,18
700,1965,2,4,1,0,3,1,0,0,2,1,2,2,0,0,0,18
700,1966,2,4,1,0,4,1,0,0,2,1,4,2,0,0,0,21
700,1967,2,4,1,0,4,1,0,0,2,1,4,2,0,0,0,21
700,1968,2,4,1,0,4,1,0,0,3,1,4,2,0,0,0,22
700,1969,2,4,2,0,4,1,0,0,3,1,4,2,0,0,0,23
700,1970,2,4,2,0,4,1,0,0,3,1,4,2,0,0,0,23
700,1971,2,4,2,0,4,1,0,0,3,1,4,2,0,0,0,23
700,1972,2,4,2,0,4,1,0,0,2,1,4,2,0,0,0,22
700,1973,2,4,2,0,4,1,0,0,2,1,4,2,0,0,0,22
700,1974,2,5,2,0,5,1,0,0,2,1,4,2,0,0,0,24
700,1975,2,5,2,0,5,1,0,0,2,1,3,2,1,0,0,24
700,1976,2,5,2,0,5,1,0,0,2,1,3,2,1,0,0,24
700,1977,2,5,2,0,5,1,0,0,2,1,3,2,1,0,0,24
700,1978,3,5,2,0,5,1,0,0,2,1,3,2,1,0,0,25
700,1979,3,6,2,0,6,1,0,0,2,1,3,2,1,0,0,27
700,1980,3,6,2,0,6,1,0,0,2,1,3,2,1,0,0,27
700,1981,3,6,2,0,6,1,0,0,3,1,3,2,1,0,0,28
700,1982,3,6,2,0,6,1,0,0,3,0,3,2,1,0,0,27
700,1983,3,6,2,0,6,1,0,0,3,0,3,2,1,0,0,27
700,1984,3,6,2,0,6,1,0,0,3,0,3,2,1,0,0,27
700,1985,3,6,2,0,6,1,0,0,3,0,3,2,1,0,0,27
700,1986,3,6,2,0,6,1,0,0,2,0,3,2,1,0,0,26
700,1987,3,6,2,1,6,1,0,0,2,0,3,2,1,0,0,27
700,1988,3,7,2,1,6,1,0,0,2,0,3,2,1,0,0,28
700,1989,3,7,2,1,7,1,0,0,2,0,3,2,1,0,0,29
700,1990,3,7,2,1,7,1,0,0,2,0,3,2,1,0,0,29
700,1991,3,7,2,1,7,1,0,0,2,0,3,2,1,0,1,30
700,1992,3,7,2,1,7,1,0,0,2,0,3,2,1,1,1,31
700,1993,3,8,2,1,7,1,0,0,2,0,3,2,1,1,1,32
700,1994,3,8,2,2,7,1,0,0,2,0,3,2,1,1,1,33
700,1995,3,8,2,2,7,1,0,0,2,0,3,2,1,1,1,33
700,1996,3,8,2,2,7,1,0,0,2,0,3,2,1,1,1,33
700,1997,3,8,2,2,7,1,0,0,2,0,3,2,1,1,1,33
700,1998,3,8,2,2,7,1,0,0,2,0,3,2,1,1,1,33
700,1999,3,8,2,2,7,1,0,0,2,0,3,2,1,1,1,33
700,2000,3,8,2,2,7,1,0,0,2,0,3,2,1,1,1,33
339,1950,1,2,0,0,2,1,0,0,1,0,1,1,0,0,0,9
339,1955,1,4,0,0,2,1,0,0,0,0,4,2,0,0,0,14
339,1960,1,5,1,0,2,1,0,0,0,0,4,2,0,0,0,16
339,1965,0,4,1,0,1,1,0,0,0,0,3,2,0,1,0,13
339,1966,0,4,1,0,1,1,0,0,0,0,4,2,0,1,0,14
339,1967,0,4,1,0,1,1,0,0,0,0,4,2,0,1,0,14
339,1968,0,4,1,0,1,1,0,0,0,0,3,2,0,1,0,13
339,1969,0,4,1,0,1,1,0,0,0,0,3,1,0,1,0,12
339,1970,0,4,1,0,1,1,0,0,0,0,3,1,0,1,0,12
339,1971,0,4,1,0,1,1,0,0,0,0,3,1,0,1,0,12
339,1972,0,4,1,0,1,1,0,0,0,0,3,1,0,1,0,12
339,1973,0,4,1,0,1,1,0,0,0,0,3,1,0,1,0,12
339,1974,0,4,1,0,1,1,0,0,0,0,3,1,0,1,0,12
339,1975,0,4,1,0,1,1,0,0,0,0,3,1,0,1,0,12
339,1976,0,4,1,0,1,1,0,0,0,0,3,1,0,1,0,12
339,1977,1,4,1,0,1,1,0,0,0,0,3,1,0,1,0,13
339,1978,1,4,1,0,1,1,0,0,0,0,3,1,0,1,0,13
339,1979,1,4,1,0,1,1,0,0,0,0,3,1,0,1,0,13
339,1980,1,4,1,0,1,1,0,0,0,0,3,1,0,1,0,13
339,1981,1,4,1,0,1,1,0,0,0,0,3,1,0,1,0,13
339,1982,1,4,1,0,1,1,0,0,0,0,3,1,0,1,0,13
339,1983,1,4,1,0,1,1,0,0,0,0,3,1,0,1,0,13
339,1984,1,4,1,0,0,1,0,0,0,0,3,1,0,1,0,12
339,1985,1,5,1,0,0,1,0,0,0,0,3,1,0,1,0,13
339,1986,1,5,1,0,0,1,0,0,0,0,3,1,0,1,0,13
339,1987,1,5,1,0,0,1,0,0,0,0,3,1,0,1,0,13
339,1988,1,5,1,0,0,1,0,0,0,0,3,1,0,1,0,13
339,1989,1,5,1,0,0,2,0,0,0,0,3,1,0,0,0,13
339,1990,1,5,1,0,0,2,0,0,0,0,3,1,0,0,0,13
339,1991,2,5,1,0,4,2,0,1,0,0,4,2,0,0,0,21
339,1992,3,5,2,0,4,2,1,1,0,0,4,2,0,2,0,26
339,1993,3,5,2,0,4,2,1,1,0,0,5,2,0,2,2,29
339,1994,3,6,2,3,5,2,2,1,0,0,5,3,0,2,2,36
339,1995,3,6,2,3,6,2,3,2,0,0,6,4,1,2,2,42
339,1996,3,6,2,3,6,2,3,2,1,0,6,4,1,3,2,44
339,1997,3,6,2,3,6,2,3,2,1,0,6,4,1,3,2,44
339,1998,3,6,2,3,6,2,3,2,1,0,6,4,1,3,2,44
339,1999,3,6,2,4,6,2,3,2,1,0,6,4,1,3,2,45
339,2000,3,6,2,4,6,2,3,2,1,0,6,4,1,4,3,47
615,1960,0,5,0,0,1,1,0,0,3,1,3,2,0,0,0,16
615,1965,2,7,2,1,3,1,0,1,3,2,3,2,0,0,3,30
615,1966,2,6,2,1,3,1,1,1,3,2,4,2,0,1,3,32
615,1967,2,6,2,1,3,1,1,1,3,2,4,2,0,1,3,32
615,1968,2,6,2,1,4,1,1,1,3,2,4,2,0,1,3,33
615,1969,2,7,3,1,4,1,1,1,3,2,5,2,0,2,3,37
615,1970,3,7,2,1,4,1,1,1,3,2,6,2,0,2,3,38
615,1971,3,8,2,1,4,1,1,1,3,2,6,2,0,2,3,39
615,1972,3,8,2,1,5,1,1,1,3,3,6,2,0,2,3,41
615,1973,3,8,2,1,5,1,1,1,3,4,8,1,0,2,3,43
615,1974,3,9,2,1,8,1,1,1,3,4,8,1,0,2,3,47
615,1975,3,9,2,2,9,1,2,1,3,5,8,1,0,2,3,51
615,1976,3,9,2,2,10,1,2,1,3,5,8,1,0,2,3,52
615,1977,3,8,2,2,11,1,2,1,3,5,8,3,0,2,3,54
615,1978,4,8,2,2,10,1,2,1,3,6,10,3,1,2,3,58
615,1979,4,9,2,2,10,1,2,1,3,6,10,3,1,2,3,59
615,1980,4,9,3,2,10,1,2,1,3,6,10,3,1,2,3,60
615,1981,4,9,2,2,10,1,2,1,3,6,11,3,1,3,3,61
615,1982,4,9,2,2,10,1,2,1,3,6,11,3,1,3,3,61
615,1983,4,9,2,2,10,1,2,1,3,6,11,3,1,3,3,61
615,1984,4,9,2,2,11,1,2,1,3,6,11,3,1,3,3,62
615,1985,5,9,2,2,11,1,2,1,3,6,11,3,1,3,3,63
615,1986,5,9,3,2,11,1,2,1,3,6,11,3,1,3,3,64
615,1987,5,9,3,2,11,1,2,1,3,6,12,3,1,3,3,65
615,1988,5,9,3,2,11,1,2,1,3,6,12,3,1,3,3,65
615,1989,5,9,3,2,12,1,2,1,3,5,12,3,1,5,3,67
615,1990,5,9,3,2,13,2,2,1,3,5,13,3,1,6,3,71
615,1991,5,9,3,1,13,2,2,1,3,5,12,3,1,6,3,69
615,1992,5,9,3,2,13,2,2,1,3,5,12,3,1,6,3,70
615,1993,5,10,3,3,14,2,2,1,3,5,12,3,1,6,3,73
615,1994,5,10,3,5,14,2,2,1,3,5,12,3,1,6,3,75
615,1995,5,10,3,5,14,2,2,1,3,5,12,3,1,6,3,75
615,1996,5,10,3,5,14,2,2,1,3,5,12,3,1,6,4,76
615,1997,5,10,3,5,14,2,2,1,3,5,12,3,1,6,4,76
615,1998,5,10,3,7,15,2,3,1,3,4,12,3,1,6,4,79
615,1999,5,10,4,8,15,2,3,1,3,4,11,3,1,6,4,80
615,2000,5,11,4,8,14,1,3,1,3,4,11,3,1,6,5,80
232,1993,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,5
232,1994,0,2,1,0,0,0,1,2,0,0,0,1,0,0,0,7
232,1995,0,2,1,0,0,0,1,2,0,0,0,1,0,0,0,7
232,1996,0,2,1,0,0,0,1,2,0,0,0,2,0,0,0,8
232,1997,0,3,1,0,0,0,1,2,0,0,0,2,1,0,0,10
232,1998,1,3,1,0,0,0,1,2,0,0,1,2,1,1,0,13
232,1999,1,3,1,0,0,0,1,2,0,0,1,2,1,1,0,13
232,2000,1,3,1,0,0,0,1,2,0,0,1,2,1,1,0,13
540,1975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
540,1976,0,2,0,0,0,1,0,0,2,0,2,1,0,0,0,8
540,1977,0,3,1,1,0,1,0,0,2,0,2,1,0,0,1,12
540,1978,0,4,1,1,0,1,0,0,2,0,2,1,0,0,1,13
540,1979,1,4,1,1,0,1,0,0,2,0,2,1,0,0,1,14
540,1980,1,4,1,1,1,1,0,0,3,0,2,1,0,0,1,16
540,1981,2,5,1,1,1,1,0,0,3,1,2,1,0,0,1,19
540,1982,2,5,1,1,1,1,0,1,3,1,2,1,0,0,2,21
540,1983,2,5,1,1,1,1,0,1,3,1,2,1,0,0,2,21
540,1984,2,5,1,1,1,1,0,1,3,1,2,1,0,0,3,22
540,1985,3,5,1,1,1,1,1,1,3,1,2,1,0,1,3,25
540,1986,3,5,1,1,1,1,1,1,3,1,2,1,0,1,3,25
540,1987,3,5,1,1,1,1,1,1,3,2,2,1,0,1,3,26
540,1988,3,5,1,1,1,1,1,1,3,2,2,1,0,1,3,26
540,1989,3,5,1,1,6,1,1,1,3,2,2,1,0,0,3,30
540,1990,3,5,1,1,6,1,1,1,3,2,3,1,0,2,3,33
540,1991,3,5,1,0,6,1,1,1,4,2,4,1,0,2,3,34
540,1992,3,5,1,0,6,1,1,1,3,2,5,1,1,3,3,36
540,1993,3,5,1,1,7,1,1,1,3,2,5,1,1,3,3,38
540,1994,3,5,1,2,8,1,1,1,3,2,5,1,1,3,3,40
540,1995,3,5,1,2,8,1,1,1,3,2,5,1,1,3,3,40
540,1996,3,5,2,2,8,1,1,1,3,2,5,1,1,4,3,42
540,1997,3,5,2,2,9,1,1,2,3,2,6,1,1,4,3,45
540,1998,3,5,2,2,9,1,1,2,3,2,7,1,1,4,3,46
540,1999,3,5,2,2,9,1,1,2,3,2,7,1,1,4,3,46
540,2000,3,6,2,3,9,1,1,2,3,2,6,1,1,4,3,47
58,1981,0,1,2,0,3,1,0,0,2,0,0,1,0,1,0,11
58,1982,0,1,3,1,4,1,0,0,2,0,1,1,0,1,0,15
58,1983,0,1,3,1,5,1,0,0,2,0,1,2,0,1,0,17
58,1984,0,2,3,1,5,1,0,0,3,0,1,2,0,1,0,19
58,1985,0,2,3,1,5,2,0,0,3,0,1,2,0,1,0,20
58,1986,2,2,3,1,6,2,0,1,3,0,1,2,0,1,1,25
58,1987,2,3,3,1,7,2,0,1,3,0,1,2,0,1,1,27
58,1988,2,3,3,1,7,2,0,1,3,0,1,2,0,1,1,27
58,1989,2,3,3,1,7,2,0,2,3,0,2,2,0,1,1,29
58,1990,2,3,3,1,6,2,0,2,3,0,2,2,0,1,1,28
58,1991,2,3,3,1,6,2,0,2,3,0,2,2,0,1,1,28
58,1992,2,3,3,2,6,2,0,2,3,0,2,2,0,1,1,29
58,1993,3,3,3,2,6,2,0,2,3,0,2,2,0,1,1,30
58,1994,3,4,3,4,7,2,0,2,4,0,2,2,0,1,1,35
58,1995,3,4,3,4,7,2,0,2,4,0,2,3,0,2,1,37
58,1996,3,4,3,4,7,2,0,2,4,0,2,3,0,2,1,37
58,1997,3,4,3,5,7,2,0,2,4,0,2,3,0,2,1,38
58,1998,3,4,3,5,7,2,0,2,4,0,2,3,0,2,1,38
58,1999,3,4,4,5,7,2,0,2,4,0,2,3,0,2,1,39
58,2000,3,4,4,5,8,2,3,2,4,0,2,3,0,2,1,43
160,1950,3,8,2,1,1,2,1,5,2,3,7,4,0,2,2,43
160,1955,3,6,3,1,3,2,1,4,2,3,8,4,0,3,2,45
160,1960,4,6,3,1,3,2,1,4,1,4,8,4,0,3,3,47
160,1965,4,5,3,1,4,2,1,2,1,5,7,4,0,2,3,44
160,1966,4,5,3,1,4,2,1,2,1,5,8,4,0,2,3,45
160,1967,4,5,3,1,4,2,3,2,1,5,8,4,0,3,3,48
160,1968,3,5,3,1,4,2,3,2,1,5,8,4,0,4,3,48
160,1969,3,5,3,1,4,2,3,2,1,5,9,4,0,4,3,49
160,1970,3,5,2,1,4,2,3,2,1,5,9,4,0,4,3,48
160,1971,3,6,3,1,4,2,3,2,1,5,9,4,0,4,3,50
160,1972,3,6,3,1,5,2,2,4,1,5,9,4,0,4,3,52
160,1973,3,6,3,1,5,2,2,4,2,5,9,4,0,4,3,53
160,1974,3,7,3,1,5,2,2,4,2,5,9,4,0,4,3,54
160,1975,3,7,3,1,5,2,2,4,2,4,9,4,1,4,3,54
160,1976,3,7,3,1,5,2,2,4,2,5,9,4,1,4,3,55
160,1977,3,7,2,1,5,2,2,4,3,5,9,4,1,4,3,55
160,1978,4,7,2,1,5,2,2,4,3,5,10,4,1,4,4,58
160,1979,4,8,2,1,5,2,2,4,3,5,10,4,1,4,4,59
160,1980,4,8,2,1,5,2,3,4,3,5,10,4,1,4,4,60
160,1981,4,8,1,1,6,2,3,4,3,6,10,4,1,4,4,61
160,1982,4,8,1,1,6,2,3,4,3,5,10,4,1,4,4,60
160,1983,4,8,1,1,6,2,3,4,3,5,10,4,1,4,4,60
160,1984,4,8,1,1,6,3,3,4,3,6,10,4,1,4,4,62
160,1985,4,8,2,1,7,3,3,4,3,7,10,4,1,4,4,65
160,1986,4,8,2,1,7,3,3,4,4,7,10,4,1,4,4,66
160,1987,4,9,4,1,7,3,3,4,4,7,10,4,1,4,4,69
160,1988,4,9,4,1,8,3,3,4,4,6,12,4,1,4,4,71
160,1989,4,9,4,1,9,3,3,4,4,6,12,4,1,5,4,73
160,1990,4,9,4,2,8,3,3,4,4,6,12,4,1,6,4,74
160,1991,4,9,4,3,8,3,3,4,4,6,11,4,1,7,4,75
160,1992,4,9,4,3,8,3,3,5,4,7,11,4,1,7,4,77
160,1993,4,9,4,3,8,3,3,5,4,7,11,4,1,7,4,77
160,1994,4,9,4,5,9,3,3,5,4,6,11,5,1,7,4,80
160,1995,4,9,4,6,9,3,3,5,3,6,11,5,1,7,4,80
160,1996,4,9,4,6,9,3,3,5,3,6,11,6,1,7,4,81
160,1997,4,9,4,6,9,3,3,5,3,6,10,6,1,7,4,80
160,1998,4,9,5,6,9,2,3,5,3,6,11,6,1,7,4,81
160,1999,4,9,5,6,10,2,3,5,3,6,12,6,1,7,4,83
160,2000,4,9,5,6,11,2,3,5,3,7,12,6,1,7,4,85
371,1991,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
371,1992,0,3,1,0,3,1,1,1,0,0,3,2,0,2,0,17
371,1993,1,3,1,0,4,1,2,1,0,0,5,2,0,2,0,22
371,1994,1,4,1,1,4,1,2,1,1,0,5,4,0,2,0,27
371,1995,2,5,1,1,5,1,2,1,1,0,5,4,0,2,0,30
371,1996,2,5,1,1,5,1,2,1,1,0,5,4,0,2,0,30
371,1997,3,6,1,1,5,1,2,1,1,0,5,4,0,2,0,32
371,1998,3,6,1,1,6,1,2,1,1,0,5,4,0,2,0,33
371,1999,3,6,1,2,6,1,2,1,1,0,5,4,1,2,0,35
371,2000,3,7,1,2,6,1,3,1,1,0,5,4,1,2,0,37
900,1950,3,9,1,2,4,1,1,1,3,7,4,5,0,2,1,44
900,1955,3,8,1,2,3,1,1,1,3,7,5,5,0,2,2,44
900,1960,3,9,2,2,3,1,1,1,3,9,6,5,0,3,3,51
900,1965,3,6,3,2,3,1,2,1,3,6,7,5,0,3,3,48
900,1966,3,5,3,2,4,1,2,1,4,6,9,5,0,3,3,51
900,1967,3,5,3,2,4,1,2,1,4,6,9,5,0,3,3,51
900,1968,3,5,2,2,4,1,2,1,4,6,9,5,0,3,3,50
900,1969,3,5,2,2,4,1,2,1,4,6,9,5,0,3,3,50
900,1970,3,6,2,2,4,1,2,1,4,6,9,5,0,3,3,51
900,1971,3,7,2,2,5,1,2,1,5,6,9,5,0,3,3,54
900,1972,3,7,2,2,6,1,3,1,4,6,9,5,0,3,3,55
900,1973,3,7,2,2,6,1,3,3,4,7,9,5,0,3,3,58
900,1974,3,8,2,2,6,1,3,3,3,8,8,5,0,3,3,58
900,1975,3,8,2,2,6,1,3,3,3,9,8,5,0,3,3,59
900,1976,3,8,2,2,6,1,3,3,3,9,8,5,0,3,3,59
900,1977,4,8,3,2,6,1,3,3,3,10,8,5,0,3,3,62
900,1978,4,8,3,2,6,1,3,3,3,11,8,4,0,3,3,62
900,1979,4,10,3,2,6,1,3,3,3,12,9,4,0,3,3,66
900,1980,4,10,3,2,6,1,3,3,3,12,9,4,0,3,3,66
900,1981,4,10,3,2,6,1,3,3,3,12,9,4,0,3,3,66
900,1982,4,11,3,2,6,1,3,3,3,11,9,5,0,3,3,67
900,1983,4,11,3,2,6,1,3,3,3,11,9,5,0,3,3,67
900,1984,4,11,3,3,6,1,3,3,3,13,9,5,1,2,3,70
900,1985,4,11,3,3,6,1,3,3,3,13,10,5,1,2,3,71
900,1986,3,11,3,4,6,1,3,3,3,15,10,5,1,2,3,73
900,1987,3,11,3,4,6,1,3,3,3,15,10,5,1,2,3,73
900,1988,3,11,3,4,6,1,3,3,3,16,10,5,1,2,3,74
900,1989,3,11,3,5,6,1,3,3,3,16,10,5,1,3,3,76
900,1990,3,11,3,6,7,1,3,3,3,16,10,5,1,3,3,78
900,1991,3,11,3,6,7,1,3,3,3,15,10,5,1,3,3,77
900,1992,3,10,3,6,7,1,3,3,3,17,10,5,1,3,3,78
900,1993,3,10,3,6,7,1,3,3,3,17,10,5,0,3,3,77
900,1994,3,9,3,7,7,1,3,3,3,16,10,5,0,3,3,76
900,1995,3,9,3,8,7,1,3,3,3,14,10,5,0,3,3,75
900,1996,3,9,3,8,7,1,3,3,3,14,10,6,0,3,3,76
900,1997,3,9,3,8,7,1,3,3,3,14,10,6,0,3,3,76
900,1998,3,9,3,10,7,1,3,3,3,12,10,6,0,3,3,76
900,1999,3,9,3,10,7,1,3,3,3,12,10,6,0,3,3,76
900,2000,4,9,3,10,7,1,3,3,3,11,10,6,0,3,3,76
305,1955,3,11,1,1,6,1,2,4,0,5,8,2,0,3,1,48
305,1960,3,9,1,2,4,2,2,5,0,7,10,3,0,4,2,54
305,1965,3,9,3,1,5,2,2,5,0,5,9,3,0,4,2,53
305,1966,3,8,3,1,6,2,2,5,0,5,10,3,0,4,2,54
305,1967,3,8,3,1,6,2,2,5,0,5,10,3,0,4,2,54
305,1968,2,8,3,1,6,2,2,5,0,5,10,3,0,4,2,53
305,1969,2,8,3,1,6,2,2,5,0,6,10,3,0,4,2,54
305,1970,2,8,2,1,6,2,2,5,0,6,11,3,0,4,3,55
305,1971,2,9,2,1,6,2,2,5,0,6,11,3,0,4,3,56
305,1972,2,9,2,1,6,2,2,5,0,6,11,3,0,4,3,56
305,1973,2,9,2,1,6,2,3,5,0,7,11,4,0,4,3,59
305,1974,2,10,2,1,6,2,3,5,0,7,13,4,0,4,3,62
305,1975,2,10,2,1,6,2,3,5,0,7,13,4,1,4,4,64
305,1976,2,10,2,1,6,2,3,5,0,7,13,4,1,4,4,64
305,1977,3,10,2,1,6,2,3,5,0,6,13,4,1,4,4,64
305,1978,3,10,2,1,6,2,3,5,0,9,13,4,1,4,4,67
305,1979,3,10,2,1,6,2,4,5,0,10,13,4,1,4,4,69
305,1980,3,9,2,1,6,2,4,5,0,9,13,4,1,4,4,67
305,1981,3,9,2,1,6,2,4,5,0,9,13,4,1,4,4,67
305,1982,3,9,2,1,6,2,4,5,0,8,13,4,1,4,4,66
305,1983,3,9,2,1,7,2,4,5,0,8,13,4,1,4,4,67
305,1984,3,9,2,1,7,2,4,5,0,7,13,4,1,4,4,66
305,1985,3,9,2,1,7,2,4,5,0,7,12,4,1,4,4,65
305,1986,3,9,2,1,7,2,4,5,0,7,12,4,1,4,4,65
305,1987,3,10,2,1,7,2,4,5,0,8,13,4,1,4,4,68
305,1988,3,10,2,1,7,2,4,5,0,8,13,4,1,4,4,68
305,1989,3,10,2,1,9,2,4,6,1,8,13,4,1,4,4,72
305,1990,3,10,2,2,10,2,4,6,1,9,13,4,1,4,4,75
305,1991,3,10,2,2,10,2,4,6,1,9,13,4,1,4,4,75
305,1992,3,11,3,2,10,2,4,6,1,11,13,4,1,4,4,79
305,1993,3,12,3,2,10,2,4,6,1,9,13,4,1,4,4,78
305,1994,3,12,3,5,10,2,4,6,1,9,13,4,1,4,4,81
305,1995,3,12,3,5,11,2,4,6,2,9,14,5,1,3,4,84
305,1996,3,12,3,5,13,2,4,6,2,10,14,6,1,3,4,88
305,1997,3,12,4,5,13,2,4,7,2,9,14,6,1,3,4,89
305,1998,3,12,4,5,13,2,4,7,2,9,14,6,1,4,4,90
305,1999,3,12,4,5,13,2,4,7,2,8,14,6,1,4,4,89
305,2000,3,12,4,5,13,2,4,6,2,9,14,6,1,4,4,89
373,1991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
373,1992,0,3,2,0,3,1,0,1,0,0,3,2,0,3,0,18
373,1993,0,3,3,0,3,1,0,1,0,0,3,3,0,3,0,20
373,1994,1,5,3,0,3,1,1,1,1,0,3,4,0,3,0,26
373,1995,2,6,3,1,6,1,3,1,1,0,3,4,0,3,1,35
373,1996,2,6,3,2,6,1,3,1,1,0,3,4,0,3,1,36
373,1997,3,6,3,2,6,1,3,1,1,0,3,4,0,3,1,37
373,1998,3,6,3,2,6,1,3,1,1,0,3,4,0,3,2,38
373,1999,3,6,3,2,6,1,4,1,1,1,3,4,0,3,2,40
373,2000,3,7,3,2,6,1,4,1,1,1,3,4,0,3,2,41
31,1973,0,1,1,0,3,1,2,1,0,0,1,1,0,0,0,11
31,1974,0,3,1,0,3,1,2,1,0,0,1,1,0,1,0,14
31,1975,0,4,1,0,3,1,2,1,1,0,1,1,1,1,0,17
31,1976,0,4,1,1,3,1,2,1,1,0,2,1,1,1,1,20
31,1977,2,4,1,1,3,1,3,1,1,0,3,2,1,1,1,25
31,1978,2,4,1,1,3,1,3,1,1,0,3,2,1,1,1,25
31,1979,2,4,1,1,3,1,3,1,1,0,3,2,1,1,2,26
31,1980,2,4,1,1,3,1,3,1,1,0,3,2,1,1,2,26
31,1981,2,4,2,1,4,2,3,1,1,0,3,2,1,1,2,29
31,1982,2,5,2,1,4,2,3,1,2,0,3,2,1,1,2,31
31,1983,2,5,2,1,4,2,3,1,3,0,3,2,1,2,2,33
31,1984,2,5,2,1,4,2,3,1,3,0,3,2,0,2,2,32
31,1985,2,5,2,1,4,2,3,1,3,0,3,2,0,2,2,32
31,1986,1,5,2,1,6,2,3,1,3,0,3,2,0,2,2,33
31,1987,1,5,2,1,6,2,3,1,3,0,3,2,0,2,2,33
31,1988,1,5,2,1,7,2,3,1,3,0,3,2,0,2,2,34
31,1989,1,6,2,2,7,2,3,2,3,0,3,2,0,2,2,37
31,1990,1,6,2,2,6,2,3,2,3,0,3,2,0,2,2,36
31,1991,1,6,2,2,6,2,3,2,3,0,3,2,0,2,2,36
31,1992,1,5,2,2,6,2,3,2,3,0,3,2,0,2,2,35
31,1993,1,5,2,3,6,2,3,2,3,0,3,2,0,2,2,36
31,1994,1,6,2,5,7,2,3,2,4,0,3,2,0,2,2,41
31,1995,1,6,2,5,7,2,3,2,4,0,4,2,0,2,2,42
31,1996,1,6,2,5,7,2,3,2,4,0,4,2,0,2,2,42
31,1997,1,7,2,5,7,2,3,2,4,0,4,2,0,2,2,43
31,1998,1,7,2,5,8,2,3,2,5,0,5,2,0,2,2,46
31,1999,1,7,3,5,8,2,3,2,5,0,5,2,0,2,2,47
31,2000,2,7,3,5,9,2,3,2,5,0,5,2,0,2,2,49
692,1971,1,2,1,0,1,1,0,0,1,0,2,1,0,0,0,10
692,1972,1,2,2,0,3,1,0,1,2,0,2,1,0,0,0,15
692,1973,1,4,2,0,3,1,0,1,2,0,2,1,0,0,0,17
692,1974,2,4,2,0,7,1,0,1,2,0,2,1,0,0,0,22
692,1975,2,5,2,0,7,1,0,1,2,0,2,1,0,0,0,23
692,1976,2,5,2,0,7,1,0,1,2,0,2,1,0,0,1,24
692,1977,2,5,2,0,8,1,0,1,2,0,3,1,0,0,1,26
692,1978,2,5,2,0,7,1,0,1,2,0,4,1,1,0,1,27
692,1979,2,5,2,0,7,1,0,1,2,0,4,1,1,0,1,27
692,1980,2,5,2,0,7,1,0,1,2,0,4,1,1,0,1,27
692,1981,2,5,2,0,8,1,0,1,2,0,4,1,1,1,1,29
692,1982,2,5,2,0,8,1,0,1,2,0,4,1,1,1,1,29
692,1983,2,5,2,0,8,1,0,1,2,0,4,1,1,1,1,29
692,1984,2,5,2,0,8,1,0,1,2,0,5,1,1,1,1,30
692,1985,2,6,2,0,9,1,0,1,2,0,5,1,1,1,1,32
692,1986,2,7,2,0,9,1,0,1,2,0,6,1,1,1,1,34
692,1987,2,7,2,0,9,1,0,1,2,0,6,1,0,1,1,33
692,1988,2,7,2,0,10,1,0,1,2,0,6,1,0,1,1,34
692,1989,2,7,2,0,10,1,0,1,2,0,6,1,0,1,1,34
692,1990,2,7,2,1,10,2,0,1,2,0,6,2,0,1,1,37
692,1991,2,7,2,1,10,2,0,1,2,0,6,2,0,1,1,37
692,1992,2,7,2,1,10,2,0,1,2,0,6,2,0,1,2,38
692,1993,3,7,2,2,10,2,0,1,2,0,7,2,0,1,2,41
692,1994,3,7,2,3,10,2,0,1,2,0,7,3,0,1,2,43
692,1995,3,7,2,3,11,2,1,1,2,0,7,3,0,2,2,46
692,1996,3,7,2,4,11,2,1,1,2,0,7,3,0,2,2,47
692,1997,3,8,2,4,11,2,3,1,2,0,8,3,0,2,2,51
692,1998,3,8,2,4,11,3,3,1,2,0,7,3,0,2,2,51
692,1999,3,8,2,4,11,3,3,1,2,0,7,3,0,2,2,51
692,2000,3,8,2,4,11,2,3,1,2,0,6,3,0,2,2,49
771,1972,0,0,2,0,2,0,0,0,1,0,2,0,0,1,0,8
771,1973,0,2,2,0,3,0,0,0,2,0,2,0,0,1,0,12
771,1974,0,4,3,1,4,1,0,0,2,0,4,1,0,2,0,22
771,1975,0,4,3,1,4,1,0,0,2,0,4,1,1,2,0,23
771,1976,0,4,3,1,5,1,0,1,2,0,4,1,1,2,1,26
771,1977,2,6,3,1,5,1,0,1,2,0,4,1,1,2,1,30
771,1978,3,6,3,1,5,1,0,1,2,0,5,1,1,3,1,33
771,1979,3,7,3,1,6,1,0,1,2,1,5,1,1,3,1,36
771,1980,3,7,3,1,6,1,0,1,2,2,5,1,1,3,1,37
771,1981,3,7,3,1,6,1,0,1,2,2,5,1,1,3,1,37
771,1982,3,8,3,1,6,1,0,1,2,2,5,1,1,4,2,40
771,1983,3,8,3,1,6,1,0,1,2,2,5,1,1,4,2,40
771,1984,3,8,3,1,6,1,0,1,2,3,5,1,1,4,2,41
