stateabb,ccode,year,irst,milex,milper,energy,tpop,upop,cinc,version
CUB,40,1999,301,750000,50,9189,11160,4427,0.001525,3.02
CUB,40,2000,336,735000,58,9180,11201,4451,0.0015733,3.02
CUB,40,2001,272,735000,46,9171,11201,4475,0.0014746,3.02
HAI,41,1859,0,-9,30,0,465,0,0.0021029,3.02
HAI,41,1860,0,-9,16,0,476,0,0.0008372,3.02
HAI,41,1861,0,-9,4,0,487,0,0.0002979,3.02
HAI,41,1862,0,-9,4,0,499,0,0.0002964,3.02
HAI,41,1863,0,163,4,0,511,0,0.0003472,3.02
HAI,41,1864,0,-9,4,0,524,0,0.0002752,3.02
HAI,41,1865,0,-9,4,0,537,0,0.0002885,3.02
HAI,41,1866,0,-9,4,0,550,0,0.000328,3.02
HAI,41,1867,0,-9,4,0,564,0,0.0003295,3.02
HAI,41,1868,0,-9,4,0,578,0,0.0003382,3.02
HAI,41,1869,0,-9,4,0,592,0,0.0003456,3.02
HAI,41,1870,0,-9,4,0,607,0,0.000351,3.02
HAI,41,1871,0,-9,4,0,622,0,0.0003015,3.02
HAI,41,1872,0,-9,4,0,637,0,0.0003498,3.02
HAI,41,1873,0,-9,4,0,653,0,0.0003481,3.02
HAI,41,1874,0,-9,4,0,669,0,0.0003567,3.02
HAI,41,1875,0,-9,4,0,686,0,0.0003549,3.02
HAI,41,1876,0,166,4,0,703,0,0.0004402,3.02
HAI,41,1877,0,166,4,0,720,0,0.0004251,3.02
HAI,41,1878,0,-9,7,0,738,0,0.0004562,3.02
HAI,41,1879,0,-9,7,0,756,0,0.0004978,3.02
HAI,41,1880,0,-9,7,0,775,0,0.0004981,3.02
HAI,41,1881,0,208,7,0,794,0,0.0006048,3.02
HAI,41,1882,0,242,7,0,814,0,0.0006321,3.02
HAI,41,1883,0,244,7,0,834,0,0.0006626,3.02
HAI,41,1884,0,-9,5,0,855,0,0.000419,3.02
HAI,41,1885,0,219,7,0,876,0,0.0006197,3.02
HAI,41,1886,0,219,7,0,898,0,0.0006224,3.02
HAI,41,1887,0,-9,7,0,920,0,0.0005038,3.02
HAI,41,1888,0,-9,7,0,943,0,0.0004972,3.02
HAI,41,1889,0,-9,5,0,966,0,0.000412,3.02
HAI,41,1890,0,-9,5,0,990,0,0.0004133,3.02
HAI,41,1891,0,267,5,0,1014,0,0.0005583,3.02
HAI,41,1892,0,331,5,0,1039,0,0.0006087,3.02
HAI,41,1893,0,331,5,0,1065,0,0.0006017,3.02
HAI,41,1894,0,-9,5,0,1092,0,0.0004168,3.02
HAI,41,1895,0,-9,7,0,1119,0,0.0004944,3.02
HAI,41,1896,0,374,5,0,1146,0,0.0006226,3.02
HAI,41,1897,0,265,7,0,1175,0,0.0005775,3.02
HAI,41,1898,0,349,7,0,1204,0,0.0005881,3.02
HAI,41,1899,0,279,7,0,1233,0,0.000559,3.02
HAI,41,1900,0,275,7,0,1250,0,0.0005157,3.02
HAI,41,1901,0,281,7,0,1290,0,0.0005264,3.02
HAI,41,1902,0,281,7,0,1340,0,0.0005341,3.02
HAI,41,1903,0,277,7,0,1380,0,0.0005427,3.02
HAI,41,1904,0,282,7,0,1430,0,0.0005348,3.02
HAI,41,1905,0,305,7,0,1470,0,0.0004773,3.02
HAI,41,1906,0,383,7,0,1510,0,0.0005689,3.02
HAI,41,1907,0,325,7,0,1560,0,0.0005654,3.02
HAI,41,1908,0,-9,7,0,1560,0,0.000496,3.02
HAI,41,1909,0,-9,12,0,1640,0,0.0006574,3.02
HAI,41,1910,0,-9,12,0,1730,0,0.0006696,3.02
HAI,41,1911,0,-9,12,0,1770,0,0.0006689,3.02
HAI,41,1912,0,630,12,0,1820,100,0.0009567,3.02
HAI,41,1913,0,695,12,0,1860,101,0.0009062,3.02
HAI,41,1914,0,533,6,0,1910,102,0.0005796,3.02
HAI,41,1915,0,789,6,0,1950,104,0.0004732,3.02
HAI,41,1934,0,1340,3,0,1990,114,0.0004289,3.02
HAI,41,1935,0,1360,3,0,2040,115,0.0004072,3.02
HAI,41,1936,0,1360,3,0,2080,116,0.0004084,3.02
HAI,41,1937,0,1500,3,0,2120,118,0.0004027,3.02
HAI,41,1938,0,1760,3,0,2150,119,0.0004015,3.02
HAI,41,1939,0,1760,3,0,2790,120,0.000445,3.02
HAI,41,1940,0,-9,-9,0,2830,120,0.000599,3.02
HAI,41,1941,0,1509,-9,0,2880,121,0.0005043,3.02
HAI,41,1942,0,1509,5,0,2940,122,0.0004545,3.02
HAI,41,1943,0,-9,5,0,2980,124,0.0005445,3.02
HAI,41,1944,0,-9,5,0,3030,125,0.0005249,3.02
HAI,41,1945,0,-9,5,0,3090,127,0.0005089,3.02
HAI,41,1946,0,1940,5,0,3140,128,0.0005155,3.02
HAI,41,1947,0,2300,4,0,3200,129,0.0004266,3.02
HAI,41,1948,0,2740,3,0,3233,131,0.0004093,3.02
HAI,41,1949,0,3120,3,0,3293,133,0.0003886,3.02
HAI,41,1950,0,3540,3,1,3097,134,0.000366,3.02
HAI,41,1951,0,3960,3,2,3149,136,0.0003586,3.02
HAI,41,1952,0,4580,3,2,3200,139,0.0003405,3.02
HAI,41,1953,0,5260,4,2,3251,143,0.0003472,3.02
HAI,41,1954,0,5140,4,3,3302,149,0.0003419,3.02
HAI,41,1955,0,5180,5,3,3354,160,0.0003433,3.02
HAI,41,1956,0,5440,5,3,3407,172,0.000345,3.02
HAI,41,1957,0,5940,4,4,3460,184,0.0003384,3.02
HAI,41,1958,0,7000,4,6,3514,198,0.0003414,3.02
HAI,41,1959,0,6880,6,7,3568,218,0.0003615,3.02
HAI,41,1960,0,6560,6,7,3804,240,0.0003648,3.02
HAI,41,1961,0,6340,5,10,3872,255,0.0003564,3.02
HAI,41,1962,0,6320,5,12,3940,269,0.0003515,3.02
HAI,41,1963,0,6700,16,12,4008,284,0.0004374,3.02
HAI,41,1964,0,7760,15,12,4075,298,0.0004273,3.02
HAI,41,1965,0,7360,15,12,4143,313,0.0004321,3.02
HAI,41,1966,0,7080,10,12,4219,328,0.0003845,3.02
HAI,41,1967,0,7160,13,13,4294,342,0.000403,3.02
HAI,41,1968,0,7160,12,53,4370,357,0.0003936,3.02
HAI,41,1969,0,7160,12,51,4445,371,0.0003921,3.02
HAI,41,1970,0,7160,12,1390,4520,386,0.000419,3.02
HAI,41,1971,0,7320,12,1410,4600,458,0.0004373,3.02
HAI,41,1972,0,7280,12,1442,4680,462,0.0004269,3.02
HAI,41,1973,0,7980,12,1432,4760,466,0.0004213,3.02
HAI,41,1974,0,8460,6,1504,4840,470,0.0003772,3.02
HAI,41,1975,0,10180,6,1539,4920,474,0.0003749,3.02
HAI,41,1976,0,11160,6,1566,5007,478,0.0003711,3.02
HAI,41,1977,0,12280,7,1515,5093,481,0.0003737,3.02
HAI,41,1978,0,13000,7,1548,5180,485,0.0003701,3.02
HAI,41,1979,0,13600,7,1544,5266,489,0.0003659,3.02
HAI,41,1980,0,15000,7,1607,5353,493,0.0003643,3.02
HAI,41,1981,0,24000,8,1605,5455,485,0.0003678,3.02
HAI,41,1982,0,26000,8,1673,5558,477,0.0003659,3.02
HAI,41,1983,0,28000,8,1713,5660,469,0.0003628,3.02
HAI,41,1984,0,30000,6,1744,5762,461,0.000345,3.02
HAI,41,1985,0,30540,6,1785,5865,565,0.0003591,3.02
HAI,41,1986,0,-9,8,1768,5989,670,0.000452,3.02
HAI,41,1987,0,42000,8,1797,6113,774,0.0003965,3.02
HAI,41,1988,0,35000,8,1842,6238,878,0.0004066,3.02
HAI,41,1989,0,45000,9,1860,6362,983,0.0004297,3.02
HAI,41,1990,0,16900,8,1902,6486,1086,0.0004228,3.02
HAI,41,1991,0,29400,8,1945,6625,1135,0.0004427,3.02
HAI,41,1992,0,55000,8,1980,6764,1186,0.0004575,3.02
HAI,41,1993,0,-9,8,1984,6903,1240,0.0005401,3.02
HAI,41,1994,0,-9,0,2017,7041,1296,0.000478,3.02
HAI,41,1995,0,59000,0,2046,7180,1354,0.0004148,3.02
HAI,41,1996,0,102000,0,2088,7336,1517,0.0004381,3.02
HAI,41,1997,0,46000,0,690,7492,1569,0.0004118,3.02
HAI,41,1998,0,49000,0,636,7952,1622,0.0004247,3.02
HAI,41,1999,0,50000,0,634,8087,1677,0.0004268,3.02
HAI,41,2000,0,43000,-9,633,8222,1732,0.0005143,3.02
HAI,41,2001,0,40000,3,631,82248,1789,0.0024626,3.02
DOM,42,1894,0,-9,1,0,504,0,0.0001393,3.02
DOM,42,1895,0,-9,1,0,523,0,0.0001412,3.02
DOM,42,1896,0,-9,1,0,540,0,0.000144,3.02
DOM,42,1897,0,-9,1,0,556,0,0.0001444,3.02
DOM,42,1898,0,-9,1,0,571,0,0.0001429,3.02
DOM,42,1899,0,-9,1,0,585,0,0.0001467,3.02
DOM,42,1900,0,-9,1,0,600,0,0.0001458,3.02
DOM,42,1901,0,-9,1,0,610,0,0.0001465,3.02
DOM,42,1902,0,-9,1,0,630,0,0.0001475,3.02
DOM,42,1903,0,87,1,0,640,0,0.0001669,3.02
DOM,42,1904,0,48,1,0,660,0,0.0001469,3.02
DOM,42,1905,0,74,1,0,670,0,0.0001452,3.02
DOM,42,1906,0,-9,1,0,680,0,0.0001529,3.02
DOM,42,1907,0,-9,1,0,700,0,0.0001561,3.02
DOM,42,1908,0,121,1,0,710,0,0.0001807,3.02
DOM,42,1909,0,146,1,0,730,0,0.0001885,3.02
DOM,42,1910,0,106,1,0,740,0,0.0001723,3.02
DOM,42,1911,0,-9,1,0,750,0,0.0001563,3.02
DOM,42,1912,0,-9,1,0,770,0,0.0001601,3.02
DOM,42,1913,0,237,1,0,780,0,0.0001984,3.02
DOM,42,1914,0,-9,1,0,800,0,0.0001597,3.02
DOM,42,1915,0,-9,1,0,810,0,0.0001387,3.02
DOM,42,1916,0,-9,1,0,820,0,0.0001398,3.02
DOM,42,1924,0,1081,2,0,1011,0,0.0002323,3.02
DOM,42,1925,0,964,2,0,1050,0,0.0002228,3.02
DOM,42,1926,0,860,2,0,1090,0,0.0002221,3.02
DOM,42,1927,0,1500,3,0,1130,0,0.0002699,3.02
DOM,42,1928,0,1600,2,0,1170,0,0.0002449,3.02
DOM,42,1929,0,1500,2,0,1210,0,0.0002428,3.02
DOM,42,1930,0,1100,2,0,1260,0,0.0002331,3.02
DOM,42,1931,0,1100,2,0,1300,0,0.0002369,3.02
DOM,42,1932,0,1100,2,0,1350,0,0.0002487,3.02
DOM,42,1933,0,1100,2,0,1390,0,0.000245,3.02
DOM,42,1934,0,1200,3,0,1440,0,0.0002629,3.02
DOM,42,1935,0,1000,3,0,1480,0,0.0002408,3.02
DOM,42,1936,0,1800,3,0,1520,0,0.0002571,3.02
DOM,42,1937,0,2000,3,0,1560,0,0.0002543,3.02
DOM,42,1938,0,1900,3,0,1600,0,0.0002525,3.02
DOM,42,1939,0,1900,2,0,1630,0,0.0002156,3.02
DOM,42,1940,0,-9,3,0,1760,107,0.0003542,3.02
DOM,42,1941,0,-9,3,0,1800,117,0.0003749,3.02
DOM,42,1942,0,2113,4,0,1840,128,0.000331,3.02
DOM,42,1943,0,2355,4,0,1890,139,0.0003409,3.02
DOM,42,1944,0,3141,4,0,1930,152,0.0003378,3.02
DOM,42,1945,0,3574,4,4,1980,166,0.0003382,3.02
DOM,42,1946,0,3856,7,5,2030,169,0.0004509,3.02
DOM,42,1947,0,5500,10,6,2080,172,0.0004416,3.02
DOM,42,1948,0,-9,15,7,2130,175,0.0005684,3.02
DOM,42,1949,0,-9,15,9,2190,178,0.0005328,3.02
DOM,42,1950,0,17649,15,10,2240,182,0.000497,3.02
DOM,42,1951,0,-9,15,12,2310,195,0.0005092,3.02
DOM,42,1952,0,-9,16,14,2297,208,0.0004895,3.02
DOM,42,1953,0,25178,16,21,2379,223,0.0004563,3.02
DOM,42,1954,0,22369,16,23,2464,239,0.000454,3.02
DOM,42,1955,0,30372,9,24,2554,256,0.0004113,3.02
DOM,42,1956,0,-9,9,29,2644,275,0.0004388,3.02
DOM,42,1957,0,-9,18,32,2740,295,0.000537,3.02
DOM,42,1958,0,34500,18,35,2839,311,0.0005082,3.02
DOM,42,1959,0,42600,18,39,2941,328,0.0005225,3.02
DOM,42,1960,0,33400,18,43,3231,346,0.0005122,3.02
DOM,42,1961,0,31600,19,46,3341,367,0.0005223,3.02
DOM,42,1962,0,33100,19,54,3453,401,0.0005184,3.02
DOM,42,1963,0,34000,20,56,3569,439,0.0005276,3.02
DOM,42,1964,0,37000,19,65,3687,481,0.0005286,3.02
DOM,42,1965,0,35000,17,62,3806,526,0.0005263,3.02
DOM,42,1966,0,32400,19,77,3926,576,0.0005336,3.02
DOM,42,1967,0,31200,19,86,4049,630,0.0005371,3.02
DOM,42,1968,0,32500,18,573,4173,690,0.0005492,3.02
DOM,42,1969,0,31000,17,762,4222,757,0.0005526,3.02
DOM,42,1970,0,31600,17,1009,4062,828,0.0005509,3.02
DOM,42,1971,0,31900,16,1112,4182,941,0.0005731,3.02
DOM,42,1972,0,34400,16,1151,4305,1055,0.0005862,3.02
DOM,42,1973,0,36600,16,2267,4432,1068,0.0006022,3.02
DOM,42,1974,0,47600,18,2566,4562,1281,0.000656,3.02
DOM,42,1975,0,57200,18,2950,4697,1395,0.0006821,3.02
DOM,42,1976,0,67400,18,3180,4835,1508,0.0007018,3.02
DOM,42,1977,0,75800,19,3307,5303,1621,0.0007389,3.02
DOM,42,1978,0,87100,19,3419,5431,1734,0.0007506,3.02
DOM,42,1979,0,158000,19,3556,5562,1848,0.0007796,3.02
DOM,42,1980,0,165000,24,3222,5697,1961,0.0008099,3.02
DOM,42,1981,0,118000,24,3277,5836,2074,0.0008039,3.02
DOM,42,1982,0,128000,25,3201,5978,2061,0.0007976,3.02
DOM,42,1983,0,129000,23,3710,6123,2048,0.0007804,3.02
DOM,42,1984,0,156000,22,3440,6269,2035,0.0007576,3.02
DOM,42,1985,0,50990,22,3458,6416,2022,0.0007261,3.02
DOM,42,1986,0,68690,21,3683,6565,2009,0.0007135,3.02
DOM,42,1987,0,76600,21,3972,6716,2055,0.0007156,3.02
DOM,42,1988,0,60000,20,3649,6867,2101,0.0006986,3.02
DOM,42,1989,0,60620,21,3838,7019,2146,0.0007127,3.02
DOM,42,1990,37,57210,21,3013,7170,2194,0.0006976,3.02
DOM,42,1991,39,34790,21,3813,7320,2240,0.000731,3.02
DOM,42,1992,33,59000,22,3737,7471,2267,0.0007484,3.02
DOM,42,1993,35,108000,22,4125,7620,2329,0.0007702,3.02
DOM,42,1994,37,115000,22,4336,7769,2474,0.000787,3.02
DOM,42,1995,40,109000,22,4305,7915,2629,0.0007994,3.02
DOM,42,1996,42,116000,22,4348,8052,2793,0.0008135,3.02
DOM,42,1997,82,119000,22,6126,8097,2967,0.0008618,3.02
DOM,42,1998,36,115000,25,7771,8232,3152,0.0009193,3.02
DOM,42,1999,34,114000,30,7789,8364,3349,0.0009691,3.02
DOM,42,2000,36,169000,24,7807,8495,3558,0.0009494,3.02
DOM,42,2001,36,156000,24,7825,8496,3780,0.0009702,3.02
JAM,51,1962,0,980,2,75,1660,123,0.0001511,3.02
JAM,51,1963,0,4201,1,80,1696,120,0.0001433,3.02
JAM,51,1964,0,4481,1,88,1739,118,0.0001418,3.02
JAM,51,1965,0,4761,1,98,1760,115,0.0001399,3.02
JAM,51,1966,0,5013,1,107,1783,112,0.0001363,3.02
JAM,51,1967,0,5321,1,120,1804,110,0.0001338,3.02
JAM,51,1968,0,5741,1,2139,1824,107,0.0001853,3.02
JAM,51,1969,0,5321,1,2683,1844,104,0.0001929,3.02
JAM,51,1970,0,6441,1,2501,1810,104,0.0001759,3.02
JAM,51,1971,0,7788,4,2802,1890,104,0.0002041,3.02
JAM,51,1972,0,8863,4,2770,1930,104,0.0001983,3.02
JAM,51,1973,0,14520,4,3007,1960,104,0.000201,3.02
JAM,51,1974,0,16939,4,2675,1990,104,0.0001921,3.02
JAM,51,1975,0,21999,1,2470,2030,104,0.0001701,3.02
JAM,51,1976,0,29260,1,2355,2050,104,0.0001661,3.02
JAM,51,1977,0,31020,1,1758,2074,104,0.0001524,3.02
JAM,51,1978,0,27419,2,1806,2100,104,0.0001549,3.02
JAM,51,1979,0,25014,1,2028,2120,104,0.0001482,3.02
JAM,51,1980,0,23448,2,1583,2140,104,0.0001447,3.02
JAM,51,1981,0,36112,2,1292,2180,104,0.000142,3.02
JAM,51,1982,0,35997,2,1488,2190,104,0.0001432,3.02
JAM,51,1983,0,39014,3,1756,2241,131,0.0001581,3.02
JAM,51,1984,0,26332,2,1117,2280,158,0.0001405,3.02
JAM,51,1985,0,25557,2,1481,2311,185,0.000149,3.02
JAM,51,1986,0,20620,3,1594,2340,187,0.0001537,3.02
JAM,51,1987,0,25060,3,1198,2350,188,0.0001457,3.02
JAM,51,1988,0,34000,3,1398,2360,189,0.0001477,3.02
JAM,51,1989,0,27680,3,1577,2390,191,0.0001498,3.02
JAM,51,1990,0,32520,3,2075,2415,194,0.0001541,3.02
JAM,51,1991,0,24600,3,1921,2366,189,0.0001496,3.02
JAM,51,1992,0,19360,3,2135,2424,198,0.0001552,3.02
JAM,51,1993,0,27000,3,1444,2446,201,0.0001469,3.02
JAM,51,1994,0,28000,3,1567,2473,205,0.0001477,3.02
JAM,51,1995,0,28000,3,1741,2500,208,0.0001492,3.02
JAM,51,1996,0,28000,3,1896,2515,212,0.00015,3.02
JAM,51,1997,0,42000,3,4828,2554,216,0.0001967,3.02
JAM,51,1998,0,45000,3,4977,2538,219,0.000199,3.02
JAM,51,1999,0,51000,3,5005,2560,223,0.0002,3.02
JAM,51,2000,0,42000,3,5032,2583,227,0.000198,3.02
JAM,51,2001,0,40000,3,5060,2583,231,0.0001982,3.02
TRI,52,1962,0,0,1,22465,900,0,0.000916,3.02
TRI,52,1963,0,1930,1,23364,924,0,0.0008992,3.02
TRI,52,1964,0,2865,1,26246,951,0,0.0009597,3.02
TRI,52,1965,0,2515,1,27924,974,0,0.0009596,3.02
TRI,52,1966,0,2515,1,29432,995,0,0.00096,3.02
TRI,52,1967,0,2632,1,28644,1010,0,0.0008935,3.02
TRI,52,1968,0,2350,1,31266,1021,0,0.0009081,3.02
TRI,52,1969,0,2850,1,31250,1028,0,0.0008584,3.02
TRI,52,1970,0,3350,1,35627,971,0,0.0008538,3.02
TRI,52,1971,0,3949,1,33067,978,0,0.0007668,3.02
TRI,52,1972,0,4164,1,32465,988,0,0.0007246,3.02
TRI,52,1973,0,3726,1,32262,997,0,0.0006821,3.02
TRI,52,1974,0,4627,1,30714,1004,0,0.000651,3.02
TRI,52,1975,0,5991,1,21784,1012,0,0.0004804,3.02
TRI,52,1976,0,6564,1,29657,1023,0,0.0006029,3.02
TRI,52,1977,0,8042,1,26391,1035,0,0.0005251,3.02
TRI,52,1978,0,14900,1,23627,1049,0,0.0004634,3.02
TRI,52,1979,0,21903,1,23427,1064,0,0.0004461,3.02
TRI,52,1980,0,29103,1,25049,1082,0,0.0004787,3.02
TRI,52,1981,0,43009,2,20461,1094,0,0.0004169,3.02
TRI,52,1982,0,68790,2,22070,1116,0,0.0004515,3.02
TRI,52,1983,0,81022,2,16576,1139,0,0.000355,3.02
TRI,52,1984,0,75020,2,16451,1170,0,0.0003413,3.02
TRI,52,1985,0,73470,2,18944,1178,0,0.0003726,3.02
TRI,52,1986,0,193750,2,16969,1195,0,0.0003585,3.02
TRI,52,1987,0,-9,2,17368,1193,0,0.0003792,3.02
TRI,52,1988,0,-9,2,15641,1208,0,0.0003374,3.02
TRI,52,1989,0,59000,2,15554,1206,0,0.0002887,3.02
TRI,52,1990,371,-9,2,16076,1215,0,0.0004201,3.02
TRI,52,1991,440,29000,2,18043,1225,0,0.0004027,3.02
TRI,52,1992,553,74000,2,18298,1240,0,0.0004556,3.02
TRI,52,1993,519,-9,2,16373,1247,0,0.0004795,3.02
TRI,52,1994,631,77000,2,18016,1250,0,0.0004575,3.02
TRI,52,1995,738,72000,2,18812,1260,0,0.0004788,3.02
TRI,52,1996,695,67000,2,20254,1264,0,0.0004796,3.02
TRI,52,1997,736,40000,2,12668,1307,0,0.0003924,3.02
TRI,52,1998,777,44000,2,12981,1283,0,0.0004112,3.02
TRI,52,1999,729,40000,2,12969,1289,0,0.0003972,3.02
TRI,52,2000,741,62000,3,12957,1295,0,0.0004003,3.02
TRI,52,2001,668,67000,3,12946,1295,0,0.0003869,3.02
BAR,53,1966,0,0,0,122,247,0,0.000016,3.02
BAR,53,1967,0,0,0,181,249,0,0.0000174,3.02
BAR,53,1968,0,0,0,327,252,0,0.0000209,3.02
BAR,53,1969,0,0,0,294,253,0,0.0000194,3.02
BAR,53,1970,0,0,0,315,239,0,0.000018,3.02
BAR,53,1971,0,600,0,317,240,0,0.0000182,3.02
BAR,53,1972,0,800,0,305,242,0,0.0000174,3.02
BAR,53,1973,0,1000,0,332,243,0,0.0000175,3.02
BAR,53,1974,0,1000,0,304,244,0,0.0000167,3.02
BAR,53,1975,0,1000,0,308,246,0,0.0000167,3.02
BAR,53,1976,0,800,0,311,246,0,0.0000161,3.02
BAR,53,1977,0,1000,0,359,247,0,0.0000166,3.02
BAR,53,1978,0,1000,0,353,248,0,0.0000162,3.02
BAR,53,1979,0,3000,2,380,248,0,0.0000293,3.02
BAR,53,1980,0,10000,1,414,249,0,0.0000253,3.02
BAR,53,1981,0,11000,1,374,250,0,0.0000245,3.02
BAR,53,1982,0,8000,1,370,250,0,0.0000234,3.02
BAR,53,1983,0,9000,1,360,251,0,0.0000232,3.02
BAR,53,1984,0,11000,1,391,252,0,0.0000235,3.02
BAR,53,1985,0,10000,1,432,253,0,0.0000237,3.02
BAR,53,1986,0,9000,1,486,253,0,0.0000239,3.02
BAR,53,1987,0,8000,1,463,254,0,0.0000229,3.02
BAR,53,1988,0,11000,0,476,254,0,0.0000173,3.02
BAR,53,1989,0,10000,0,478,255,0,0.0000173,3.02
BAR,53,1990,0,21300,0,509,257,0,0.0000194,3.02
BAR,53,1991,0,-9,0,490,258,0,0.0000177,3.02
BAR,53,1992,0,-9,0,366,263,0,0.0000159,3.02
BAR,53,1993,0,12000,0,457,264,0,0.0000171,3.02
BAR,53,1994,0,13000,0,359,264,0,0.0000154,3.02
BAR,53,1995,0,14000,0,403,264,0,0.0000159,3.02
BAR,53,1996,0,14000,0,394,264,0,0.0000155,3.02
BAR,53,1997,0,12000,0,475,262,0,0.0000166,3.02
BAR,53,1998,0,13000,0,500,268,0,0.0000173,3.02
BAR,53,1999,0,12000,0,500,269,0,0.000017,3.02
BAR,53,2000,0,13000,1,501,270,0,0.0000248,3.02
BAR,53,2001,0,13000,1,501,270,0,0.0000251,3.02
DMA,54,1978,0,218,0,-9,81,0,3.88E-06,3.02
DMA,54,1979,0,240,0,-9,77,0,3.63E-06,3.02
DMA,54,1980,0,-9,0,-9,74,0,4.19E-06,3.02
DMA,54,1981,0,-9,0,-9,74,0,4.11E-06,3.02
DMA,54,1982,0,-9,0,-9,76,0,4.16E-06,3.02
DMA,54,1983,0,-9,0,-9,76,0,4.09E-06,3.02
DMA,54,1984,0,-9,0,-9,75,0,3.95E-06,3.02
DMA,54,1985,0,-9,0,-9,75,0,3.88E-06,3.02
DMA,54,1986,0,0,0,-9,74,0,3.01E-06,3.02
DMA,54,1987,0,0,0,-9,73,0,2.92E-06,3.02
DMA,54,1988,0,0,0,-9,73,0,2.87E-06,3.02
DMA,54,1989,0,0,0,-9,72,0,2.79E-06,3.02
DMA,54,1990,0,0,0,-9,72,0,2.70E-06,3.02
DMA,54,1991,0,0,0,-9,71,0,2.66E-06,3.02
DMA,54,1992,0,0,0,-9,72,0,2.66E-06,3.02
DMA,54,1993,0,0,0,-9,73,0,2.66E-06,3.02
DMA,54,1994,0,0,0,-9,74,0,2.65E-06,3.02
DMA,54,1995,0,0,0,-9,71,0,2.50E-06,3.02
DMA,54,1996,0,0,0,-9,74,0,2.57E-06,3.02
DMA,54,1997,0,0,0,41,71,0,2.61E-06,3.02
DMA,54,1998,0,0,0,42,71,0,2.60E-06,3.02
DMA,54,1999,0,0,0,42,71,0,2.57E-06,3.02
DMA,54,2000,0,0,0,42,71,0,2.55E-06,3.02
DMA,54,2001,0,0,0,42,71,0,2.52E-06,3.02
GRN,55,1974,0,1408,0,2,104,0,5.13E-06,3.02
GRN,55,1975,0,1700,0,2,105,0,5.11E-06,3.02
GRN,55,1976,0,1829,0,2,107,0,5.11E-06,3.02
GRN,55,1977,0,2262,0,2,108,0,5.16E-06,3.02
GRN,55,1978,0,-9,0,2,109,0,5.15E-06,3.02
GRN,55,1979,0,-9,0,2,109,0,5.06E-06,3.02
GRN,55,1980,0,-9,1,3,109,0,0.0000125,3.02
GRN,55,1981,0,-9,1,3,88,0,0.0000113,3.02
GRN,55,1982,0,6730,1,3,89,0,0.0000109,3.02
GRN,55,1983,0,2300,1,3,91,0,9.94E-06,3.02
GRN,55,1984,0,-9,0,3,94,0,4.02E-06,3.02
GRN,55,1985,0,-9,0,3,91,0,3.82E-06,3.02
GRN,55,1986,0,-9,0,3,97,0,4.00E-06,3.02
GRN,55,1987,0,-9,0,3,97,0,3.93E-06,3.02
GRN,55,1988,0,-9,0,3,90,0,3.59E-06,3.02
GRN,55,1989,0,-9,0,3,91,0,3.58E-06,3.02
GRN,55,1990,0,-9,0,3,91,0,3.47E-06,3.02
GRN,55,1991,0,-9,0,3,91,0,3.46E-06,3.02
GRN,55,1992,0,-9,0,3,91,0,3.41E-06,3.02
GRN,55,1993,0,-9,0,3,92,0,3.40E-06,3.02
GRN,55,1994,0,0,0,3,92,0,2.79E-06,3.02
GRN,55,1995,0,0,0,3,92,0,2.74E-06,3.02
GRN,55,1996,0,0,0,3,92,0,2.70E-06,3.02
GRN,55,1997,0,0,0,89,93,0,3.91E-06,3.02
GRN,55,1998,0,0,0,89,93,0,3.88E-06,3.02
GRN,55,1999,0,0,0,98,93,0,3.98E-06,3.02
GRN,55,2000,0,0,0,107,94,0,4.10E-06,3.02
GRN,55,2001,0,0,0,117,94,0,4.21E-06,3.02
SLU,56,1979,0,0,0,9,121,0,4.79E-06,3.02
SLU,56,1980,0,0,0,10,124,0,4.85E-06,3.02
SLU,56,1981,0,0,0,10,126,0,4.84E-06,3.02
SLU,56,1982,0,0,0,10,129,0,4.88E-06,3.02
SLU,56,1983,0,0,0,11,131,0,4.89E-06,3.02
SLU,56,1984,0,0,0,11,134,0,4.89E-06,3.02
SLU,56,1985,0,0,0,11,137,0,4.90E-06,3.02
SLU,56,1986,0,0,0,11,140,0,4.92E-06,3.02
SLU,56,1987,0,0,0,11,142,0,4.90E-06,3.02
SLU,56,1988,0,0,0,12,145,0,4.93E-06,3.02
SLU,56,1989,0,0,0,12,148,0,4.95E-06,3.02
SLU,56,1990,0,0,0,12,133,0,4.33E-06,3.02
SLU,56,1991,0,0,0,12,135,0,4.39E-06,3.02
SLU,56,1992,0,0,0,11,137,0,4.37E-06,3.02
SLU,56,1993,0,0,0,11,139,0,4.37E-06,3.02
SLU,56,1994,0,0,0,12,141,0,4.37E-06,3.02
SLU,56,1995,0,0,0,12,145,0,4.42E-06,3.02
SLU,56,1996,0,0,0,12,144,0,4.33E-06,3.02
SLU,56,1997,0,0,0,96,146,0,5.53E-06,3.02
SLU,56,1998,0,0,0,96,150,0,5.59E-06,3.02
SLU,56,1999,0,0,0,98,152,0,5.62E-06,3.02
SLU,56,2000,0,0,0,101,154,0,5.67E-06,3.02
SLU,56,2001,0,0,0,103,154,0,5.64E-06,3.02
SVG,57,1979,0,1017,0,7,97,0,4.14E-06,3.02
SVG,57,1980,0,1148,0,7,98,0,4.12E-06,3.02
SVG,57,1981,0,1296,0,7,99,0,4.11E-06,3.02
SVG,57,1982,0,1677,0,7,99,0,4.10E-06,3.02
